,Concurso,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Soma,Divsqmax,Divsqmin,Divmedia
169,858.0,31.0,37.0,54.0,23.0,4.0,18.0,167.0,0.48405797101449277,7.9523809523809526,0.959137021199163
170,861.0,42.0,40.0,60.0,59.0,47.0,39.0,287.0,0.8318840579710145,13.666666666666666,1.6483372759530526
171,862.0,19.0,35.0,12.0,2.0,11.0,8.0,87.0,0.25217391304347825,4.142857142857143,0.49967018469656993
172,869.0,29.0,42.0,50.0,51.0,49.0,27.0,248.0,0.7188405797101449,11.80952380952381,1.4243471931580385
173,875.0,53.0,18.0,36.0,58.0,24.0,20.0,209.0,0.6057971014492753,9.952380952380953,1.2003571103630244
174,882.0,42.0,45.0,44.0,60.0,41.0,17.0,249.0,0.7217391304347827,11.857142857142858,1.4300905286143208
175,888.0,50.0,24.0,40.0,54.0,52.0,60.0,280.0,0.8115942028985508,13.333333333333334,1.6081339277590756
176,898.0,4.0,8.0,3.0,54.0,45.0,30.0,144.0,0.41739130434782606,6.857142857142857,0.8270403057046675
177,900.0,4.0,21.0,59.0,18.0,38.0,34.0,174.0,0.5043478260869565,8.285714285714286,0.9993403693931399
178,905.0,4.0,15.0,57.0,55.0,2.0,16.0,149.0,0.4318840579710145,7.095238095238095,0.8557569829860796
179,906.0,35.0,39.0,29.0,24.0,7.0,14.0,148.0,0.4289855072463768,7.0476190476190474,0.8500136475297971
180,911.0,49.0,46.0,1.0,29.0,6.0,28.0,159.0,0.4608695652173913,7.571428571428571,0.9131903375489037
181,913.0,30.0,14.0,59.0,36.0,46.0,38.0,223.0,0.6463768115942029,10.619047619047619,1.2807638067509781
182,915.0,20.0,28.0,49.0,26.0,17.0,48.0,188.0,0.5449275362318841,8.952380952380953,1.0797470657810937
183,925.0,52.0,37.0,46.0,8.0,22.0,36.0,201.0,0.5826086956521739,9.571428571428571,1.154410426712765
184,928.0,32.0,10.0,49.0,60.0,4.0,33.0,188.0,0.5449275362318841,8.952380952380953,1.0797470657810937
185,932.0,2.0,21.0,42.0,53.0,36.0,17.0,171.0,0.4956521739130435,8.142857142857142,0.9821103630242927
186,936.0,5.0,33.0,14.0,29.0,44.0,22.0,147.0,0.4260869565217391,7.0,0.8442703120735148
187,943.0,47.0,41.0,58.0,3.0,23.0,12.0,184.0,0.5333333333333333,8.761904761904763,1.056773723955964
188,947.0,33.0,11.0,3.0,58.0,14.0,5.0,124.0,0.35942028985507246,5.904761904761905,0.7121735965790192
189,953.0,55.0,48.0,1.0,39.0,16.0,42.0,201.0,0.5826086956521739,9.571428571428571,1.154410426712765
190,955.0,35.0,5.0,32.0,21.0,33.0,12.0,138.0,0.4,6.571428571428571,0.792580292966973
191,956.0,46.0,51.0,47.0,59.0,54.0,57.0,314.0,0.9101449275362319,14.952380952380953,1.8034073332726777
192,958.0,13.0,22.0,7.0,33.0,51.0,48.0,174.0,0.5043478260869565,8.285714285714286,0.9993403693931399
193,962.0,2.0,48.0,49.0,40.0,55.0,11.0,205.0,0.5942028985507246,9.761904761904763,1.1773837685378947
194,969.0,56.0,35.0,50.0,13.0,41.0,25.0,220.0,0.6376811594202898,10.476190476190476,1.2635338003821308
195,970.0,57.0,34.0,5.0,54.0,28.0,21.0,199.0,0.5768115942028985,9.476190476190476,1.1429237558002001
196,972.0,33.0,18.0,15.0,56.0,31.0,34.0,187.0,0.5420289855072464,8.904761904761905,1.0740037303248113
197,977.0,17.0,3.0,9.0,32.0,7.0,5.0,73.0,0.21159420289855072,3.4761904761904763,0.41926348830861615
198,983.0,38.0,45.0,40.0,16.0,32.0,22.0,193.0,0.5594202898550724,9.19047619047619,1.1084637430625057
199,990.0,29.0,18.0,2.0,15.0,10.0,39.0,113.0,0.32753623188405795,5.380952380952381,0.6489969065599127
200,996.0,21.0,23.0,20.0,7.0,29.0,15.0,115.0,0.3333333333333333,5.476190476190476,0.6604835774724775
201,1002.0,3.0,31.0,7.0,25.0,40.0,58.0,164.0,0.4753623188405797,7.809523809523809,0.9419070148303158
202,1003.0,10.0,27.0,23.0,5.0,16.0,26.0,107.0,0.3101449275362319,5.095238095238095,0.6145368938222182
203,1005.0,6.0,41.0,4.0,37.0,12.0,42.0,142.0,0.4115942028985507,6.761904761904762,0.8155536347921026
204,1006.0,48.0,17.0,4.0,33.0,55.0,2.0,159.0,0.4608695652173913,7.571428571428571,0.9131903375489037
205,1009.0,34.0,12.0,1.0,6.0,58.0,29.0,140.0,0.4057971014492754,6.666666666666667,0.8040669638795378
206,1013.0,7.0,9.0,20.0,41.0,12.0,19.0,108.0,0.3130434782608696,5.142857142857143,0.6202802292785006
207,1016.0,11.0,9.0,25.0,5.0,60.0,20.0,130.0,0.37681159420289856,6.190476190476191,0.7466336093167137
208,1021.0,42.0,55.0,51.0,43.0,2.0,33.0,226.0,0.6550724637681159,10.761904761904763,1.2979938131198254
209,1029.0,17.0,5.0,16.0,24.0,20.0,32.0,114.0,0.33043478260869563,5.428571428571429,0.6547402420161951
210,1031.0,49.0,33.0,24.0,40.0,46.0,43.0,235.0,0.6811594202898551,11.19047619047619,1.3496838322263671
211,1036.0,27.0,39.0,36.0,10.0,41.0,52.0,205.0,0.5942028985507246,9.761904761904763,1.1773837685378947
212,1041.0,12.0,10.0,36.0,54.0,44.0,57.0,213.0,0.6173913043478261,10.142857142857142,1.223330452188154
213,1046.0,57.0,40.0,28.0,42.0,54.0,55.0,276.0,0.8,13.142857142857142,1.585160585933946
214,1048.0,57.0,3.0,38.0,21.0,28.0,16.0,163.0,0.47246376811594204,7.761904761904762,0.9361636793740333
215,1049.0,34.0,17.0,52.0,5.0,2.0,29.0,139.0,0.4028985507246377,6.619047619047619,0.7983236284232554
216,1052.0,8.0,11.0,16.0,15.0,57.0,52.0,159.0,0.4608695652173913,7.571428571428571,0.9131903375489037
217,1053.0,15.0,42.0,27.0,53.0,34.0,49.0,220.0,0.6376811594202898,10.476190476190476,1.2635338003821308
218,1055.0,27.0,32.0,15.0,12.0,20.0,16.0,122.0,0.3536231884057971,5.809523809523809,0.7006869256664544
219,1056.0,38.0,8.0,50.0,53.0,59.0,6.0,214.0,0.6202898550724638,10.19047619047619,1.2290737876444364
220,1058.0,20.0,51.0,57.0,45.0,24.0,18.0,215.0,0.6231884057971014,10.238095238095237,1.2348171231007188
221,1059.0,37.0,1.0,14.0,45.0,12.0,16.0,125.0,0.36231884057971014,5.9523809523809526,0.7179169320353016
222,1060.0,1.0,41.0,3.0,18.0,16.0,42.0,121.0,0.3507246376811594,5.761904761904762,0.694943590210172
223,1069.0,28.0,17.0,49.0,53.0,45.0,9.0,201.0,0.5826086956521739,9.571428571428571,1.154410426712765
224,1070.0,41.0,53.0,8.0,23.0,5.0,16.0,146.0,0.42318840579710143,6.9523809523809526,0.8385269766172323
225,1077.0,11.0,6.0,18.0,5.0,37.0,9.0,86.0,0.2492753623188406,4.095238095238095,0.4939268492402875
226,1079.0,36.0,12.0,37.0,24.0,5.0,28.0,142.0,0.4115942028985507,6.761904761904762,0.8155536347921026
227,1086.0,45.0,4.0,6.0,23.0,10.0,2.0,90.0,0.2608695652173913,4.285714285714286,0.5169001910654172
228,1094.0,10.0,9.0,48.0,36.0,41.0,21.0,165.0,0.4782608695652174,7.857142857142857,0.9476503502865982
229,1097.0,21.0,48.0,33.0,1.0,56.0,17.0,176.0,0.5101449275362319,8.380952380952381,1.0108270403057047
230,1098.0,30.0,20.0,21.0,11.0,50.0,52.0,184.0,0.5333333333333333,8.761904761904763,1.056773723955964
231,1101.0,7.0,12.0,57.0,6.0,24.0,10.0,116.0,0.336231884057971,5.523809523809524,0.6662269129287599
232,1105.0,43.0,1.0,50.0,28.0,57.0,15.0,194.0,0.5623188405797102,9.238095238095237,1.114207078518788
233,1110.0,26.0,45.0,6.0,28.0,42.0,14.0,161.0,0.4666666666666667,7.666666666666667,0.9246770084614685
234,1111.0,4.0,43.0,25.0,9.0,33.0,32.0,146.0,0.42318840579710143,6.9523809523809526,0.8385269766172323
235,1113.0,47.0,36.0,29.0,59.0,3.0,6.0,180.0,0.5217391304347826,8.571428571428571,1.0338003821308344
236,1114.0,16.0,3.0,22.0,54.0,25.0,15.0,135.0,0.391304347826087,6.428571428571429,0.7753502865981258
237,1116.0,17.0,20.0,4.0,47.0,9.0,13.0,110.0,0.3188405797101449,5.238095238095238,0.6317669001910654
238,1121.0,18.0,4.0,59.0,54.0,56.0,17.0,208.0,0.6028985507246377,9.904761904761905,1.194613774906742
239,1125.0,7.0,42.0,56.0,29.0,33.0,3.0,170.0,0.4927536231884058,8.095238095238095,0.9763670275680102
240,1127.0,24.0,8.0,14.0,5.0,29.0,30.0,110.0,0.3188405797101449,5.238095238095238,0.6317669001910654
241,1128.0,60.0,8.0,39.0,52.0,24.0,16.0,199.0,0.5768115942028985,9.476190476190476,1.1429237558002001
242,1133.0,16.0,5.0,58.0,39.0,10.0,21.0,149.0,0.4318840579710145,7.095238095238095,0.8557569829860796
243,1135.0,5.0,4.0,19.0,39.0,6.0,23.0,96.0,0.2782608695652174,4.571428571428571,0.5513602038031117
244,1140.0,49.0,58.0,40.0,46.0,10.0,27.0,230.0,0.6666666666666666,10.952380952380953,1.320967154944955
245,1145.0,19.0,3.0,60.0,33.0,24.0,16.0,155.0,0.4492753623188406,7.380952380952381,0.890216995723774
246,1157.0,46.0,9.0,43.0,41.0,49.0,29.0,217.0,0.6289855072463768,10.333333333333334,1.2463037940132837
247,1160.0,40.0,5.0,3.0,48.0,1.0,18.0,115.0,0.3333333333333333,5.476190476190476,0.6604835774724775
248,1169.0,14.0,1.0,11.0,23.0,42.0,48.0,139.0,0.4028985507246377,6.619047619047619,0.7983236284232554
249,1170.0,46.0,11.0,27.0,34.0,49.0,13.0,180.0,0.5217391304347826,8.571428571428571,1.0338003821308344
250,1177.0,33.0,52.0,55.0,47.0,38.0,50.0,275.0,0.7971014492753623,13.095238095238095,1.5794172504776636
251,1183.0,12.0,5.0,10.0,20.0,29.0,37.0,113.0,0.32753623188405795,5.380952380952381,0.6489969065599127
252,1186.0,41.0,12.0,15.0,7.0,13.0,8.0,96.0,0.2782608695652174,4.571428571428571,0.5513602038031117
253,1190.0,11.0,53.0,56.0,37.0,10.0,19.0,186.0,0.5391304347826087,8.857142857142858,1.0682603948685288
254,1195.0,27.0,17.0,57.0,26.0,55.0,20.0,202.0,0.5855072463768116,9.619047619047619,1.1601537621690474
255,1200.0,10.0,3.0,39.0,54.0,56.0,11.0,173.0,0.5014492753623189,8.238095238095237,0.9935970339368575
256,1211.0,36.0,54.0,3.0,31.0,15.0,48.0,187.0,0.5420289855072464,8.904761904761905,1.0740037303248113
257,1220.0,48.0,55.0,52.0,43.0,5.0,15.0,218.0,0.6318840579710145,10.380952380952381,1.252047129469566
258,1224.0,41.0,19.0,57.0,53.0,21.0,27.0,218.0,0.6318840579710145,10.380952380952381,1.252047129469566
259,1225.0,32.0,55.0,34.0,31.0,50.0,40.0,242.0,0.7014492753623188,11.523809523809524,1.389887180420344
260,1227.0,35.0,31.0,4.0,30.0,54.0,28.0,182.0,0.527536231884058,8.666666666666666,1.0452870530433993
261,1231.0,20.0,27.0,49.0,5.0,23.0,39.0,163.0,0.47246376811594204,7.761904761904762,0.9361636793740333
262,1237.0,26.0,21.0,39.0,5.0,18.0,59.0,168.0,0.48695652173913045,8.0,0.9648803566554454
263,1245.0,34.0,10.0,37.0,50.0,43.0,2.0,176.0,0.5101449275362319,8.380952380952381,1.0108270403057047
264,1249.0,3.0,40.0,8.0,53.0,51.0,36.0,191.0,0.553623188405797,9.095238095238095,1.096977072149941
265,1257.0,27.0,15.0,30.0,52.0,26.0,2.0,152.0,0.4405797101449275,7.238095238095238,0.8729869893549268
266,1262.0,11.0,39.0,9.0,5.0,8.0,7.0,79.0,0.2289855072463768,3.761904761904762,0.45372350104631065
267,1269.0,51.0,5.0,27.0,4.0,15.0,17.0,119.0,0.34492753623188405,5.666666666666667,0.6834569192976072
268,1276.0,9.0,40.0,5.0,22.0,36.0,11.0,123.0,0.3565217391304348,5.857142857142857,0.7064302611227368
269,1281.0,36.0,14.0,30.0,38.0,11.0,8.0,137.0,0.39710144927536234,6.523809523809524,0.7868369575106906
270,1289.0,13.0,8.0,27.0,1.0,3.0,52.0,104.0,0.30144927536231886,4.9523809523809526,0.597306887453371
271,1295.0,20.0,2.0,43.0,15.0,5.0,57.0,142.0,0.4115942028985507,6.761904761904762,0.8155536347921026
272,1298.0,60.0,14.0,53.0,30.0,15.0,55.0,227.0,0.6579710144927536,10.80952380952381,1.3037371485761078
273,1300.0,46.0,43.0,59.0,54.0,44.0,53.0,299.0,0.8666666666666667,14.238095238095237,1.7172573014284416
274,1301.0,16.0,25.0,3.0,51.0,23.0,56.0,174.0,0.5043478260869565,8.285714285714286,0.9993403693931399
275,1307.0,10.0,47.0,54.0,7.0,43.0,32.0,193.0,0.5594202898550724,9.19047619047619,1.1084637430625057
276,1315.0,27.0,29.0,1.0,50.0,52.0,38.0,197.0,0.5710144927536231,9.380952380952381,1.1314370848876354
277,1316.0,48.0,34.0,25.0,42.0,13.0,8.0,170.0,0.4927536231884058,8.095238095238095,0.9763670275680102
278,1321.0,51.0,59.0,47.0,10.0,60.0,53.0,280.0,0.8115942028985508,13.333333333333334,1.6081339277590756
279,1328.0,43.0,27.0,59.0,53.0,23.0,10.0,215.0,0.6231884057971014,10.238095238095237,1.2348171231007188
280,1331.0,24.0,46.0,39.0,57.0,26.0,9.0,201.0,0.5826086956521739,9.571428571428571,1.154410426712765
281,1332.0,5.0,13.0,3.0,24.0,35.0,59.0,139.0,0.4028985507246377,6.619047619047619,0.7983236284232554
282,1335.0,49.0,3.0,51.0,20.0,22.0,14.0,159.0,0.4608695652173913,7.571428571428571,0.9131903375489037
283,1336.0,51.0,54.0,32.0,1.0,38.0,47.0,223.0,0.6463768115942029,10.619047619047619,1.2807638067509781
284,1338.0,19.0,33.0,18.0,43.0,60.0,1.0,174.0,0.5043478260869565,8.285714285714286,0.9993403693931399
285,1344.0,19.0,42.0,8.0,36.0,21.0,59.0,185.0,0.5362318840579711,8.80952380952381,1.0625170594122464
286,1346.0,59.0,47.0,32.0,48.0,40.0,12.0,238.0,0.6898550724637681,11.333333333333334,1.3669138385952144
287,1349.0,9.0,19.0,20.0,50.0,60.0,51.0,209.0,0.6057971014492753,9.952380952380953,1.2003571103630244
288,1350.0,4.0,36.0,29.0,55.0,45.0,3.0,172.0,0.4985507246376812,8.19047619047619,0.987853698480575
289,1353.0,47.0,11.0,3.0,27.0,32.0,13.0,133.0,0.3855072463768116,6.333333333333333,0.7638636156855609
290,1354.0,2.0,42.0,8.0,49.0,48.0,38.0,187.0,0.5420289855072464,8.904761904761905,1.0740037303248113
291,1360.0,50.0,25.0,17.0,16.0,54.0,2.0,164.0,0.4753623188405797,7.809523809523809,0.9419070148303158
292,1362.0,58.0,19.0,12.0,22.0,2.0,36.0,149.0,0.4318840579710145,7.095238095238095,0.8557569829860796
293,1366.0,59.0,44.0,54.0,37.0,27.0,12.0,233.0,0.6753623188405797,11.095238095238095,1.3381971613138022
294,1368.0,10.0,26.0,29.0,38.0,32.0,21.0,156.0,0.45217391304347826,7.428571428571429,0.8959603311800565
295,1370.0,2.0,27.0,59.0,49.0,4.0,5.0,146.0,0.42318840579710143,6.9523809523809526,0.8385269766172323
296,1373.0,52.0,39.0,7.0,27.0,55.0,57.0,237.0,0.6869565217391305,11.285714285714286,1.3611705031389318
297,1375.0,25.0,28.0,53.0,45.0,14.0,58.0,223.0,0.6463768115942029,10.619047619047619,1.2807638067509781
298,1377.0,25.0,5.0,13.0,12.0,35.0,2.0,92.0,0.26666666666666666,4.380952380952381,0.528386861977982
299,1381.0,44.0,30.0,27.0,11.0,40.0,57.0,209.0,0.6057971014492753,9.952380952380953,1.2003571103630244
300,1384.0,56.0,18.0,31.0,2.0,30.0,45.0,182.0,0.527536231884058,8.666666666666666,1.0452870530433993
301,1385.0,42.0,37.0,35.0,27.0,59.0,36.0,236.0,0.6840579710144927,11.238095238095237,1.3554271676826495
302,1389.0,1.0,44.0,39.0,16.0,57.0,28.0,185.0,0.5362318840579711,8.80952380952381,1.0625170594122464
303,1390.0,29.0,27.0,19.0,4.0,28.0,31.0,138.0,0.4,6.571428571428571,0.792580292966973
304,1393.0,44.0,28.0,18.0,24.0,4.0,39.0,157.0,0.45507246376811594,7.476190476190476,0.9017036666363388
305,1399.0,39.0,43.0,60.0,57.0,34.0,56.0,289.0,0.8376811594202899,13.761904761904763,1.6598239468656175
306,1401.0,12.0,11.0,54.0,33.0,48.0,25.0,183.0,0.5304347826086957,8.714285714285714,1.0510303884996817
307,1405.0,14.0,17.0,32.0,37.0,39.0,3.0,142.0,0.4115942028985507,6.761904761904762,0.8155536347921026
308,1411.0,32.0,44.0,12.0,8.0,48.0,46.0,190.0,0.5507246376811594,9.047619047619047,1.0912337366936584
309,1412.0,6.0,8.0,37.0,24.0,45.0,41.0,161.0,0.4666666666666667,7.666666666666667,0.9246770084614685
310,1416.0,49.0,3.0,19.0,35.0,22.0,24.0,152.0,0.4405797101449275,7.238095238095238,0.8729869893549268
311,1417.0,12.0,56.0,5.0,52.0,45.0,59.0,229.0,0.663768115942029,10.904761904761905,1.3152238194886725
312,1421.0,31.0,39.0,59.0,19.0,53.0,44.0,245.0,0.7101449275362319,11.666666666666666,1.4071171867891912
313,1422.0,17.0,44.0,2.0,5.0,13.0,39.0,120.0,0.34782608695652173,5.714285714285714,0.6892002547538896
314,1423.0,43.0,8.0,21.0,27.0,3.0,25.0,127.0,0.3681159420289855,6.0476190476190474,0.7294036029478664
315,1425.0,7.0,29.0,50.0,16.0,38.0,36.0,176.0,0.5101449275362319,8.380952380952381,1.0108270403057047
316,1428.0,15.0,55.0,37.0,34.0,19.0,7.0,167.0,0.48405797101449277,7.9523809523809526,0.959137021199163
317,1433.0,14.0,46.0,40.0,13.0,4.0,52.0,169.0,0.48985507246376814,8.047619047619047,0.9706236921117278
318,1434.0,3.0,34.0,58.0,22.0,18.0,55.0,190.0,0.5507246376811594,9.047619047619047,1.0912337366936584
319,1438.0,49.0,7.0,33.0,31.0,36.0,14.0,170.0,0.4927536231884058,8.095238095238095,0.9763670275680102
320,1440.0,6.0,28.0,56.0,2.0,36.0,51.0,179.0,0.518840579710145,8.523809523809524,1.028057046674552
321,1445.0,41.0,32.0,19.0,58.0,5.0,49.0,204.0,0.591304347826087,9.714285714285714,1.1716404330816124
322,1446.0,13.0,32.0,6.0,51.0,40.0,24.0,166.0,0.4811594202898551,7.904761904761905,0.9533936857428806
323,1455.0,33.0,14.0,52.0,36.0,32.0,41.0,208.0,0.6028985507246377,9.904761904761905,1.194613774906742
324,1459.0,2.0,6.0,35.0,30.0,52.0,34.0,159.0,0.4608695652173913,7.571428571428571,0.9131903375489037
325,1462.0,5.0,9.0,25.0,40.0,38.0,27.0,144.0,0.41739130434782606,6.857142857142857,0.8270403057046675
326,1466.0,4.0,13.0,51.0,37.0,6.0,34.0,145.0,0.42028985507246375,6.904761904761905,0.8327836411609499
327,1467.0,41.0,53.0,26.0,23.0,52.0,24.0,219.0,0.6347826086956522,10.428571428571429,1.2577904649258485
328,1468.0,2.0,20.0,37.0,19.0,1.0,10.0,89.0,0.2579710144927536,4.238095238095238,0.5111568556091348
329,1470.0,2.0,34.0,51.0,36.0,38.0,55.0,216.0,0.6260869565217392,10.285714285714286,1.2405604585570011
330,1474.0,2.0,43.0,11.0,1.0,3.0,28.0,88.0,0.25507246376811593,4.190476190476191,0.5054135201528523
331,1475.0,13.0,12.0,51.0,37.0,48.0,44.0,205.0,0.5942028985507246,9.761904761904763,1.1773837685378947
332,1480.0,9.0,14.0,26.0,36.0,52.0,21.0,158.0,0.4579710144927536,7.523809523809524,0.9074470020926213
333,1486.0,10.0,1.0,34.0,54.0,6.0,40.0,145.0,0.42028985507246375,6.904761904761905,0.8327836411609499
334,1488.0,4.0,51.0,45.0,22.0,38.0,25.0,185.0,0.5362318840579711,8.80952380952381,1.0625170594122464
335,1489.0,48.0,15.0,24.0,28.0,1.0,26.0,142.0,0.4115942028985507,6.761904761904762,0.8155536347921026
336,1492.0,48.0,44.0,46.0,4.0,18.0,9.0,169.0,0.48985507246376814,8.047619047619047,0.9706236921117278
